DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
57,Haute-Vigneulles,125,27,124,43
57,Vigny,101,26,98,25
57,Vigy,450,107,450,147
57,Viller,52,20,51,21
57,Villers-Stoncourt,79,19,66,15
57,Villers-sur-Nied,18,6,20,4
57,Villing,192,23,151,43
57,Vilsberg,109,30,110,32
57,Vionville,58,14,47,13
57,Virming,83,27,81,28
57,Vitry-sur-Orne,973,179,870,211
57,Vittersbourg,100,24,107,28
57,Vittoncourt,116,30,110,31
57,Viviers,40,9,36,9
57,Voimhaut,70,11,83,12
57,Volmerange-lès-Boulay,169,19,181,27
57,Volmerange-les-Mines,615,136,646,195
57,Volmunster,250,63,259,77
57,Volstroff,521,107,521,111
57,Voyer,141,18,142,33
57,Vry,189,14,173,17
57,Vulmont,14,4,12,2
57,Waldhouse,115,34,115,37
57,Waldweistroff,152,22,142,41
57,Waldwisse,261,37,235,52
57,Walschbronn,143,53,141,66
57,Walscheid,444,168,416,250
57,Waltembourg,76,12,73,12
57,Wiesviller,312,87,309,103
57,Willerwald,450,112,456,142
57,Wintersbourg,83,17,78,15
57,Wittring,244,71,227,95
57,Voelfling-lès-Bouzonville,60,11,53,18
57,Woelfling-lès-Sarreguemines,237,55,207,58
57,Woippy,3999,894,4056,972
57,Woustviller,973,265,1028,274
57,Wuisse,20,8,15,8
57,Xanrey,33,15,26,15
57,Xocourt,25,5,22,9
57,Xouaxange,107,17,106,17
57,Yutz,4389,1236,4813,1636
57,Zarbeling,20,7,16,8
57,Zetting,247,82,245,108
57,Zilling,85,16,89,21
57,Zimming,200,40,205,37
57,Zommange,10,7,9,4
57,Zoufftgen,352,40,335,60
57,Diesen,309,101,306,147
57,Stuckange,295,69,288,73
58,Achun,37,19,29,38
58,Alligny-Cosne,252,109,226,115
58,Alligny-en-Morvan,178,90,156,114
58,Alluy,117,48,105,57
58,Amazy,60,29,56,41
58,Anlezy,69,36,67,50
58,Annay,101,30,95,30
58,Anthien,52,13,52,22
58,Arbourse,33,20,31,24
58,Arleuf,202,113,182,138
58,Armes,91,33,86,32
58,Arquian,169,56,171,75
58,Arthel,22,15,26,18
58,Arzembouy,14,7,19,16
58,Asnan,38,25,37,18
58,Asnois,45,23,39,23
58,Aunay-en-Bazois,62,35,58,47
58,Authiou,12,4,12,7
58,Avrée,27,16,21,13
58,Avril-sur-Loire,77,19,74,17
58,Azy-le-Vif,68,18,59,19
58,Balleray,62,10,71,15
58,Bazoches,59,16,43,25
58,Bazolles,84,41,76,46
58,Béard,50,17,46,17
58,Beaulieu,7,6,9,6
58,Beaumont-la-Ferrière,30,18,31,12
58,Beaumont-Sardolles,43,9,32,18
58,Beuvron,29,15,21,15
58,Biches,92,35,78,56
58,Billy-Chevannes,109,26,100,26
58,Billy-sur-Oisy,99,50,103,54
58,Bitry,98,34,90,40
58,Blismes,49,20,46,23
58,Bona,88,30,80,46
58,Bouhy,122,62,125,71
58,Brassy,149,91,150,119
58,Breugnon,59,13,41,15
58,Brèves,77,29,83,46
58,Brinay,32,22,37,30
58,Brinon-sur-Beuvron,51,26,44,37
58,Bulcy,37,25,36,23
58,Bussy-la-Pesle,12,10,11,10
58,La Celle-sur-Loire,259,74,247,79
58,La Celle-sur-Nièvre,45,25,39,27
58,Cercy-la-Tour,470,249,498,350
58,Cervon,184,63,163,83
58,Cessy-les-Bois,29,17,30,20
58,Chalaux,23,11,19,15
58,Challement,14,11,18,10
58,Challuy,438,131,413,165
58,Champallement,18,3,12,5
58,Champlemy,91,49,90,48
58,Champlin,10,7,6,10
58,Champvert,224,104,221,116
58,Champvoux,84,37,86,27
58,Chantenay-Saint-Imbert,357,111,340,133
58,La Chapelle-Saint-André,93,48,76,60
58,La Charité-sur-Loire,1249,634,1292,1061
58,Charrin,177,67,170,74
58,Chasnay,31,25,29,10
58,Château-Chinon (Ville),456,210,515,404
58,Château-Chinon (Campagne),180,65,167,85
58,Châteauneuf-Val-de-Bargis,158,69,125,97
58,Châtillon-en-Bazois,214,117,225,160
58,Châtin,42,7,27,14
58,Chaulgnes,433,100,474,96
58,Chaumard,57,39,51,44
58,Chaumot,51,23,42,21
58,Chazeuil,12,9,16,7
58,Chevannes-Changy,29,27,32,24
58,Chevenon,182,53,179,56
58,Chevroches,43,8,40,11
58,Chiddes,93,46,86,55
58,Chitry-les-Mines,64,28,62,37
58,Chougny,26,8,20,14
58,Ciez,109,49,96,58
58,Cizely,15,8,16,9
58,Clamecy,991,433,1038,693
58,La Collancelle,47,24,51,23
58,Colméry,95,61,78,58
58,Corancy,84,49,73,56
58,Corbigny,360,191,415,344
58,Corvol-d'Embernard,24,20,21,21
58,Corvol-l'Orgueilleux,212,85,191,110
58,Cosne-Cours-sur-Loire,2690,1284,2826,1911
58,Cossaye,246,68,223,72
58,Coulanges-lès-Nevers,936,415,1063,499
58,Couloutre,53,34,56,45
58,Courcelles,62,25,59,29
58,Crux-la-Ville,129,48,120,56
58,Cuncy-lès-Varzy,42,19,39,15
58,Dampierre-sous-Bouhy,102,90,102,100
58,Decize,1462,665,1498,1074
58,Devay,156,53,132,50
58,Diennes-Aubigny,29,14,28,11
58,Dirol,34,17,30,17
58,Dommartin,45,21,48,24
58,Dompierre-sur-Héry,19,13,18,13
58,Dompierre-sur-Nièvre,57,16,57,25
58,Donzy,404,202,390,323
58,Dornecy,143,55,125,85
58,Dornes,369,129,352,184
58,Druy-Parigny,109,21,115,21
58,Dun-les-Places,92,50,90,62
58,Dun-sur-Grandry,56,20,44,27
58,Empury,19,15,17,20
58,Entrains-sur-Nohain,224,110,233,175
58,Epiry,71,19,68,20
58,Fâchin,30,19,21,32
58,La Fermeté,202,54,196,61
58,Fertrève,40,9,38,14
58,Fléty,34,16,30,12
58,Fleury-sur-Loire,82,23,69,19
58,Flez-Cuzy,29,19,34,19
58,Fourchambault,1246,416,1231,700
58,Fours,198,91,180,120
58,Frasnay-Reugny,25,6,23,7
58,Gâcogne,70,33,69,40
58,Garchizy,1090,267,1185,333
58,Garchy,128,48,110,61
58,Germenay,36,20,30,28
58,Germigny-sur-Loire,245,49,234,45
58,Gien-sur-Cure,29,12,23,19
58,Gimouille,146,15,133,26
58,Giry,61,26,63,30
58,Glux-en-Glenne,29,17,26,15
58,Gouloux,59,21,53,25
58,Grenois,13,28,26,23
58,Guérigny,657,219,693,354
58,Guipy,51,38,64,44
58,Héry,17,9,15,12
58,Imphy,1030,376,965,546
58,Isenay,36,10,28,16
58,Jailly,14,11,15,11
58,Lamenay-sur-Loire,21,6,14,7
58,Langeron,116,26,107,39
58,Lanty,37,16,35,19
58,Larochemillay,77,38,60,49
58,Lavault-de-Frétoy,18,11,14,11
58,Limanton,69,37,57,39
58,Limon,44,14,40,18
58,Livry,203,57,177,74
58,Lormes,339,189,311,273
58,Lucenay-lès-Aix,268,113,260,143
58,Lurcy-le-Bourg,78,31,76,48
58,Luthenay-Uxeloup,189,51,173,58
58,Luzy,402,340,463,523
58,Lys,30,18,19,21
58,La Machine,911,416,882,607
58,Magny-Cours,413,121,397,196
58,Magny-Lormes,19,13,19,12
58,La Maison-Dieu,39,18,33,21
58,La Marche,150,59,167,65
58,Marcy,48,21,47,23
58,Marigny-l'Église,78,48,78,53
58,Mars-sur-Allier,81,31,81,28
58,Marigny-sur-Yonne,66,21,46,29
58,Marzy,1042,298,1056,369
58,Maux,44,16,41,21
58,Menestreau,36,16,28,24
58,Menou,50,36,45,38
58,Mesves-sur-Loire,200,57,190,81
58,Metz-le-Comte,41,21,39,32
58,Mhère,58,58,51,57
58,Michaugues,14,4,16,10
58,Millay,117,56,101,90
58,Moissy-Moulinot,8,2,6,3
58,Monceaux-le-Comte,33,17,35,21
58,Montapas,81,39,77,51
58,Montambert,35,22,37,24
58,Montaron,37,32,35,42
58,Montenoison,32,24,35,14
58,Mont-et-Marré,54,21,47,28
58,Montigny-aux-Amognes,175,44,180,38
58,Montigny-en-Morvan,73,60,73,76
58,Montigny-sur-Canne,44,21,42,24
58,Montreuillon,68,49,77,47
58,Montsauche-les-Settons,139,78,140,104
58,Moraches,38,15,33,21
58,Moulins-Engilbert,360,210,383,351
58,Mouron-sur-Yonne,23,13,28,21
58,Moussy,27,17,21,33
58,Moux-en-Morvan,156,79,141,102
58,Murlin,23,7,23,12
58,Myennes,146,60,147,80
58,Nannay,27,19,26,18
58,Narcy,161,44,149,53
58,Neuffontaines,33,11,27,19
58,Neuilly,37,14,29,24
58,Neuville-lès-Decize,73,24,68,29
58,Neuvy-sur-Loire,412,143,391,174
58,Nevers,9371,2890,9961,5037
58,La Nocle-Maulaix,74,53,69,58
58,Nolay,109,35,89,44
58,Nuars,40,21,37,28
58,Oisy,96,44,88,40
58,Onlay,41,27,40,28
58,Ouagne,46,19,48,27
58,Oudan,41,18,34,25
58,Ougny,9,1,5,6
58,Oulon,20,10,16,14
58,Ourouër,103,25,89,29
58,Ouroux-en-Morvan,179,94,153,139
58,Parigny-la-Rose,12,5,9,6
58,Parigny-les-Vaux,295,76,294,79
58,Pazy,80,41,83,56
58,Perroy,50,20,43,28
58,Planchez,74,62,74,70
58,Poil,40,24,38,18
58,Poiseux,100,26,96,31
58,Pougny,132,47,135,48
58,Pougues-les-Eaux,655,224,693,341
58,Pouilly-sur-Loire,439,205,438,278
58,Pouques-Lormes,37,30,36,37
58,Pousseaux,71,21,68,21
58,Prémery,455,265,483,392
58,Préporché,61,31,50,29
58,Raveau,208,63,198,81
58,Rémilly,50,20,37,24
58,Rix,57,19,50,21
58,Rouy,172,61,164,74
58,Ruages,30,10,32,19
58,Saincaize-Meauce,121,31,118,41
58,Saint-Agnan,41,30,35,27
58,Saint-Amand-en-Puisaye,327,169,324,252
58,Saint-Andelain,141,68,145,77
58,Saint-André-en-Morvan,81,33,73,46
58,Saint-Aubin-des-Chaumes,27,10,22,9
58,Saint-Aubin-les-Forges,135,42,113,48
58,Saint-Benin-d'Azy,335,132,346,200
58,Saint-Benin-des-Bois,55,19,45,15
58,Saint-Bonnot,23,13,21,50
58,Saint-Brisson,84,40,80,35
58,Sainte-Colombe-des-Bois,33,16,27,22
58,Saint-Didier,7,10,6,6
58,Saint-Éloi,643,155,677,170
58,Saint-Firmin,50,16,51,15
58,Saint-Franchy,24,12,22,11
58,Saint-Germain-Chassenay,100,40,102,37
58,Saint-Germain-des-Bois,31,14,31,16
58,Saint-Gratien-Savigny,38,8,30,5
58,Saint-Hilaire-en-Morvan,68,17,62,22
58,Saint-Hilaire-Fontaine,51,30,49,24
58,Saint-Honoré-les-Bains,195,125,184,190
58,Saint-Jean-aux-Amognes,173,32,153,32
58,Saint-Laurent-l'Abbaye,60,28,57,28
58,Saint-Léger-de-Fougeret,128,41,94,45
58,Saint-Léger-des-Vignes,547,219,549,255
58,Saint-Loup,147,57,147,55
58,Saint-Malo-en-Donziois,41,19,35,28
58,Sainte-Marie,25,16,24,13
58,Saint-Martin-d'Heuille,165,50,175,50
58,Saint-Martin-du-Puy,80,42,71,50
58,Saint-Martin-sur-Nohain,113,41,109,34
58,Saint-Maurice,20,6,15,9
58,Saint-Ouen-sur-Loire,173,31,171,40
58,Saint-Parize-en-Viry,60,13,54,21
58,Saint-Parize-le-Châtel,384,114,387,98
58,Saint-Père,302,137,320,157
58,Saint-Péreuse,78,32,68,39
58,Saint-Pierre-du-Mont,56,20,58,24
58,Saint-Pierre-le-Moûtier,487,270,497,373
58,Saint-Quentin-sur-Nohain,30,13,33,18
58,Saint-Révérien,47,34,36,32
58,Saint-Saulge,192,101,185,159
58,Saint-Seine,56,32,51,40
58,Saint-Sulpice,136,39,130,37
58,Saint-Vérain,111,32,99,41
58,Saizy,37,46,32,60
58,Sardy-lès-Épiry,37,22,31,22
58,Sauvigny-les-Bois,451,142,443,166
58,Savigny-Poil-Fol,32,18,38,14
58,Saxi-Bourdon,87,35,75,43
58,Sémelay,60,54,55,48
58,Sermages,47,28,55,38
58,Sermoise-sur-Loire,481,100,486,132
58,Sichamps,50,24,48,18
58,Sougy-sur-Loire,191,55,185,65
58,Suilly-la-Tour,180,68,168,91
58,Surgy,101,59,95,87
58,Taconnay,19,14,20,17
58,Talon,17,6,12,6
58,Tamnay-en-Bazois,51,26,47,32
58,Tannay,165,74,168,95
58,Tazilly,63,23,64,27
58,Teigny,34,7,33,14
58,Ternant,54,29,62,32
58,Thaix,22,2,19,2
58,Thianges,56,12,58,23
58,Tintury,54,28,45,35
58,Toury-Lurcy,127,47,118,39
58,Toury-sur-Jour,42,12,30,14
58,Tracy-sur-Loire,275,90,280,102
58,Tresnay,56,19,47,20
58,Trois-Vèvres,79,26,66,24
58,Tronsanges,132,22,111,28
58,Trucy-l'Orgueilleux,71,25,59,31
58,Urzy,573,125,549,148
58,Vandenesse,95,41,87,57
58,Varennes-lès-Narcy,255,97,244,157
58,Varennes-Vauzelles,2453,973,2729,1532
58,Varzy,318,150,295,257
58,Vauclaix,37,16,31,13
58,Verneuil,91,25,88,41
58,Vielmanay,54,22,46,23
58,Vignol,20,9,20,8
58,Villapourçon,112,73,117,87
58,Villiers-le-Sec,15,5,11,8
58,Ville-Langy,87,26,91,34
58,Villiers-sur-Yonne,85,32,77,37
58,Vitry-Laché,27,13,28,16
59,Abancourt,152,25,133,29
59,Abscon,1199,255,1200,430
59,Aibes,122,22,105,26
59,Aix,343,50,347,78
59,Allennes-les-Marais,1012,157,1058,219
59,Amfroipret,68,7,71,12
59,Anhiers,268,51,271,62
59,Aniche,2910,462,3140,714
59,Villeneuve-d'Ascq,18893,2542,19885,3647
59,Anneux,85,14,76,22
59,Annoeullin,3466,458,2970,715
59,Anor,930,220,939,279
59,Anstaing,395,70,410,92
59,Anzin,3676,708,3800,1190
59,Arleux,851,205,857,313
59,Armbouts-Cappel,703,174,734,197
59,Armentières,7177,1358,7494,2282
59,Arnèke,433,149,408,240
59,Artres,328,57,313,69
59,Assevent,514,129,574,175
59,Attiches,672,143,679,137
59,Aubencheul-au-Bac,152,37,140,47
59,Auberchicourt,1285,299,1280,506
59,Aubers,464,97,461,115
59,Aubigny-au-Bac,343,68,361,108
59,Aubry-du-Hainaut,400,102,466,153
59,Auby,1981,445,2076,761
59,Auchy-lez-Orchies,456,70,445,103
59,Audignies,104,13,102,18
59,Aulnoy-lez-Valenciennes,2359,491,2073,741
59,Aulnoye-Aymeries,2399,625,2538,998
59,Avelin,755,183,787,208
59,Avesnelles,656,230,678,348
59,Avesnes-sur-Helpe,1214,325,1333,564
59,Avesnes-les-Aubert,1040,244,996,408
59,Avesnes-le-Sec,388,92,406,154
59,Awoingt,264,36,249,46
59,Bachant,705,161,676,216
59,Bachy,455,107,466,120
59,Bailleul,4172,1021,4421,1602
59,Baisieux,1369,239,1377,347
59,Baives,42,12,46,17
59,Bambecque,216,43,211,41
59,Banteux,105,24,99,27
59,Bantigny,153,22,159,29
59,Bantouzelle,124,23,115,29
59,Bas-Lieu,107,30,99,36
59,La Bassée,1885,390,1989,638
59,Bauvin,1602,287,1636,410
59,Bavay,930,260,981,425
59,Bavinchove,288,66,268,77
59,Bazuel,172,36,165,55
59,Beaucamps-Ligny,245,59,251,57
59,Beaudignies,186,30,167,43
59,Beaufort,311,80,287,90
59,Beaumont-en-Cambrésis,134,26,128,59
59,Beaurain,72,7,64,13
59,Beaurepaire-sur-Sambre,75,22,72,23
59,Beaurieux,49,8,41,19
59,Beauvois-en-Cambrésis,572,150,624,207
59,Bellaing,319,116,339,159
59,Bellignies,269,61,258,66
59,Bérelles,53,9,51,10
59,Bergues,1062,308,1112,588
59,Berlaimont,877,284,866,394
59,Bermerain,213,52,192,75
59,Bermeries,116,23,111,23
59,Bersée,667,160,647,190
59,Bersillies,86,16,76,22
59,Berthen,167,27,155,36
59,Bertry,636,151,634,218
59,Béthencourt,244,36,217,57
59,Bettignies,87,20,100,20
59,Bettrechies,76,12,72,13
59,Beugnies,200,44,177,51
59,Beuvrages,1827,381,1972,534
59,Beuvry-la-Forêt,831,157,814,231
59,Bévillers,170,25,156,42
59,Bierne,559,67,543,85
59,Bissezeele,74,13,69,12
59,Blaringhem,625,116,587,168
59,Blécourt,99,22,99,27
59,Boeschepe,663,132,626,185
59,Boëseghem,226,46,211,52
59,Bois-Grenier,415,138,424,143
59,Bollezeele,373,125,382,198
59,Bondues,2494,833,2721,1137
59,Borre,167,40,158,34
59,Bouchain,1160,299,1165,504
59,Boulogne-sur-Helpe,96,21,87,28
59,Bourbourg,2010,462,2018,794
59,Bourghelles,458,111,467,131
59,Boursies,98,14,104,25
59,Bousbecque,1383,313,1390,394
59,Bousies,516,114,492,154
59,Bousignies,96,18,88,20
59,Bousignies-sur-Roc,137,36,119,44
59,Boussières-en-Cambrésis,123,33,113,47
59,Boussières-sur-Sambre,151,33,144,49
59,Boussois,888,181,937,303
59,Bouvignies,466,105,471,113
59,Bouvines,201,65,197,75
59,Bray-Dunes,1301,435,1323,609
59,Briastre,209,61,202,100
59,Brillon,208,52,228,59
59,Brouckerque,391,66,396,81
59,Broxeele,96,19,109,15
59,Bruay-sur-l'Escaut,3307,581,3494,979
59,Bruille-lez-Marchiennes,381,57,376,84
59,Bruille-Saint-Amand,522,93,484,140
59,Brunémont,205,34,211,49
59,Bry,123,20,118,27
59,Bugnicourt,279,72,271,91
59,Busigny,674,174,675,253
59,Buysscheure,163,30,154,36
59,Caëstre,557,107,554,154
59,Cagnoncles,173,43,154,45
59,Cambrai,9092,2221,9645,3822
59,Camphin-en-Carembault,491,97,497,125
59,Camphin-en-Pévèle,641,105,673,132
59,Cantaing-sur-Escaut,118,36,121,31
59,Cantin,541,94,455,127
59,Capelle,57,7,45,7
59,Capinghem,483,115,511,125
59,Cappelle-en-Pévèle,693,99,681,143
59,Cappelle-Brouck,369,54,354,60
59,Cappelle-la-Grande,2244,513,2306,722
59,Carnières,301,70,316,79
59,Carnin,284,59,305,63
59,Cartignies,334,86,335,113
59,Cassel,653,175,637,250
59,Le Cateau-Cambrésis,1930,450,1989,740
59,Catillon-sur-Sambre,215,73,211,101
59,Cattenières,196,42,196,55
59,Caudry,4132,883,4294,1445
59,Caullery,129,27,122,44
59,Cauroir,173,50,155,50
59,Cerfontaine,194,49,198,52
59,La Chapelle-d'Armentières,2355,498,2586,769
59,Château-l'Abbaye,258,38,283,46
59,Chemy,224,50,228,48
59,Chéreng,858,216,891,264
59,Choisies,20,5,20,6
59,Clairfayts,113,19,100,17
59,Clary,343,74,313,106
59,Cobrieux,158,27,167,36
59,Colleret,516,103,498,133
59,Comines,3601,738,3559,1079
59,Condé-sur-l'Escaut,2596,627,2639,1168
59,Coudekerque-Village,387,79,385,69
59,Coudekerque-Branche,6195,1408,6381,2303
59,Courchelettes,702,234,744,348
59,Cousolre,678,183,640,282
59,Coutiches,905,123,868,166
59,Craywick,216,16,210,12
59,Crespin,1209,269,1271,381
59,Crèvecoeur-sur-l'Escaut,188,47,197,60
59,Crochte,219,38,196,46
59,Croix,5822,1192,6512,1972
59,Croix-Caluyau,74,14,74,25
59,Cuincy,1834,446,2010,635
59,Curgies,342,97,334,96
59,Cuvillers,61,12,52,20
59,Cysoing,1339,294,1425,452
59,Damousies,68,26,67,26
59,Dechy,1414,356,1454,580
59,Dehéries,14,1,11,3
59,Denain,5406,1012,5752,1779
59,Deûlémont,514,79,497,89
59,Dimechaux,103,23,109,29
59,Dimont,97,25,101,23
59,Doignies,89,18,92,19
59,Dompierre-sur-Helpe,274,72,257,102
59,Douai,12483,2424,12152,3930
59,Douchy-les-Mines,2851,567,3214,918
59,Le Doulieu,437,66,408,81
59,Dourlers,174,43,174,56
59,Drincham,78,10,74,12
59,Dunkerque,25675,6223,26767,9814
59,Ebblinghem,222,31,187,30
59,Écaillon,517,117,568,237
59,Eccles,31,11,26,8
59,Éclaibes,79,25,86,19
59,Écuélin,42,7,37,7
59,Eecke,358,63,341,64
59,Élesmes,301,64,304,85
59,Élincourt,194,38,171,64
59,Émerchicourt,236,65,257,77
59,Emmerin,910,209,981,295
59,Englefontaine,359,105,364,133
59,Englos,183,26,167,37
59,Ennetières-en-Weppes,381,84,351,129
59,Ennevelin,652,117,642,142
59,Eppe-Sauvage,82,13,77,26
59,Erchin,224,54,201,81
59,Eringhem,129,31,140,34
59,Erquinghem-le-Sec,153,30,154,35
59,Erquinghem-Lys,1397,268,1444,398
59,Erre,426,90,429,126
59,Escarmain,138,23,130,35
59,Escaudain,2460,517,2619,928
59,Escaudoeuvres,905,274,937,410
59,Escautpont,1088,227,1186,435
59,Escobecques,67,43,80,37
59,Esnes,200,48,185,62
59,Esquelbecq,621,145,637,202
59,Esquerchin,269,50,298,83
59,Estaires,1687,386,1707,592
59,Estourmel,133,34,126,43
59,Estrées,307,77,322,84
59,Estreux,279,84,269,95
59,Eswars,108,19,113,23
59,Eth,96,27,96,27
59,Étroeungt,375,105,399,129
59,Estrun,203,32,205,45
59,Faches-Thumesnil,4604,1313,4874,1936
59,Famars,796,155,714,206
59,Faumont,634,133,625,162
59,Le Favril,159,27,131,29
59,Féchain,481,167,487,264
59,Feignies,1979,469,2021,640
59,Felleries,458,112,421,145
59,Fenain,1494,353,1465,559
59,Férin,480,70,466,86
59,Féron,182,41,163,42
59,Ferrière-la-Grande,1471,324,1559,518
59,Ferrière-la-Petite,333,56,320,84
59,La Flamengrie,123,26,115,23
59,Flaumont-Waudrechies,113,23,111,31
59,Flers-en-Escrebieux,1686,306,1706,536
59,Flesquières,75,25,68,35
59,Flêtre,296,44,278,56
59,Flines-lès-Mortagne,526,87,483,138
59,Flines-lez-Raches,1614,347,1632,480
59,Floursies,43,10,39,11
59,Floyon,152,34,143,46
59,Fontaine-au-Bois,204,54,205,60
59,Fontaine-au-Pire,343,92,330,158
59,Fontaine-Notre-Dame,539,88,515,130
59,Forest-en-Cambrésis,176,28,143,44
59,Forest-sur-Marque,429,101,443,156
59,Fourmies,3358,911,3456,1370
59,Fournes-en-Weppes,599,155,638,213
59,Frasnoy,108,15,95,31
59,Frelinghien,678,180,722,230
59,Fresnes-sur-Escaut,2174,460,2194,671
59,Fressain,278,54,263,84
59,Fressies,179,21,173,29
59,Fretin,991,197,965,288
59,Fromelles,260,82,252,89
59,Genech,797,119,743,146
59,Ghissignies,143,32,154,31
59,Ghyvelde,980,176,985,246
59,Glageon,544,99,507,151
59,Godewaersvelde,623,150,582,158
59,Goeulzin,299,84,289,127
59,Gognies-Chaussée,239,51,238,69
59,Gommegnies,677,143,653,197
59,Gondecourt,1166,213,1195,309
59,Gonnelieu,106,10,105,23
59,La Gorgue,1619,374,1669,532
59,Gouzeaucourt,452,78,444,102
59,Grand-Fayt,156,33,132,43
59,Grande-Synthe,5802,1147,6367,1366
59,Grand-Fort-Philippe,1613,316,1621,535
59,Gravelines,3484,565,3436,987
59,La Groise,141,25,140,41
59,Gruson,311,110,318,108
59,Guesnain,1286,285,1393,546
59,Gussignies,126,17,102,24
59,Hallennes-lez-Haubourdin,1135,237,1183,332
59,Halluin,5998,1175,6148,1519
59,Hamel,229,67,244,73
59,Hantay,333,52,365,58
59,Hardifort,116,22,111,23
59,Hargnies,189,31,176,35
59,Hasnon,1145,184,1140,348
59,Haspres,807,184,805,278
59,Haubourdin,4161,726,4380,1486
59,Haucourt-en-Cambrésis,69,15,63,20
59,Haulchin,629,171,675,253
59,Haussy,462,117,434,154
59,Haut-Lieu,105,31,107,41
59,Hautmont,3758,907,4025,1440
59,Haveluy,869,173,874,300
59,Haverskerque,443,101,433,165
59,Haynecourt,263,20,93,25
59,Hazebrouck,6066,1533,6094,2388
59,Hecq,112,16,102,22
59,Hélesmes,548,116,575,166
59,Hem,5076,1158,5320,1704
59,Hem-Lenglet,158,48,171,48
59,Hergnies,1366,200,1346,265
59,Hérin,1179,210,1225,316
59,Herlies,679,108,707,165
59,Herrin,125,16,123,29
59,Herzeele,448,90,465,116
59,Hestrud,88,27,87,26
59,Holque,282,38,277,53
59,Hondeghem,302,54,284,68
59,Hondschoote,1079,277,1088,420
59,Hon-Hergies,254,59,256,59
59,Honnechy,152,21,154,42
59,Honnecourt-sur-Escaut,208,74,186,98
59,Hordain,412,82,429,136
59,Hornaing,1003,173,1028,296
59,Houdain-lez-Bavay,267,63,281,66
59,Houplin-Ancoisne,1079,196,1077,244
59,Houplines,2208,450,2294,659
59,Houtkerque,305,65,275,71
59,Hoymille,931,258,969,289
59,Illies,401,55,436,103
59,Inchy,204,59,197,86
59,Iwuy,982,190,953,254
59,Jenlain,339,67,342,80
59,Jeumont,2648,623,2890,1003
59,Jolimetz,270,61,257,76
59,Killem,306,60,304,64
59,Lallaing,1682,440,1791,746
59,Lambersart,7635,1840,8639,2851
59,Lambres-lez-Douai,1328,440,1435,650
59,Landas,706,156,720,201
59,Landrecies,952,258,1005,413
59,Lannoy,497,87,543,243
59,Larouillies,69,28,69,29
59,Lauwin-Planque,504,103,536,127
59,Lecelles,821,196,780,251
59,Lécluse,418,82,387,132
59,Lederzeele,174,45,166,58
59,Ledringhem,196,28,201,33
59,Leers,2523,708,2777,1068
59,Leffrinckoucke,1250,381,1319,464
59,Lesdain,127,28,126,43
59,Lez-Fontaine,72,19,56,29
59,Lesquin,1992,400,2081,594
59,Leval,699,134,724,205
59,Lewarde,717,182,752,257
59,Lezennes,933,182,997,274
59,Liessies,162,36,154,51
59,Lieu-Saint-Amand,370,101,361,125
59,Ligny-en-Cambrésis,532,113,529,158
59,Lille,74362,9158,77427,15097
59,Limont-Fontaine,184,48,160,57
59,Linselles,2284,511,2421,839
59,Locquignol,103,36,98,36
59,Loffre,219,69,226,80
59,Lompret,633,193,649,243
59,La Longueville,668,114,658,178
59,Looberghe,374,61,359,86
59,Loon-Plage,1852,334,1865,462
59,Loos,5742,1152,6314,1835
59,Lourches,968,183,1024,349
59,Louvignies-Quesnoy,301,65,292,84
59,Louvil,236,81,238,85
59,Louvroil,1660,437,1842,521
59,Lynde,238,42,214,35
59,Lys-lez-Lannoy,3856,692,4189,992
59,La Madeleine,6867,1121,7312,2058
59,Maing,1168,278,1196,445
59,Mairieux,238,74,234,77
59,Le Maisnil,192,53,180,45
59,Malincourt,150,41,151,47
