DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
56,Péaule,734,217,710,265
56,Peillac,534,166,537,206
56,Pénestin,416,299,450,348
56,Persquen,86,50,73,54
56,Plaudren,521,116,493,150
56,Plescop,1515,364,1729,466
56,Pleucadeuc,482,129,462,192
56,Pleugriffet,339,115,315,158
56,Ploemel,769,210,782,235
56,Ploemeur,4783,2069,4827,2802
56,Ploërdut,343,151,313,166
56,Ploeren,1817,443,1891,528
56,Ploërmel,2595,788,2614,1156
56,Plouay,1554,436,1490,653
56,Plougoumelen,700,196,714,207
56,Plouharnel,580,217,562,293
56,Plouhinec,1504,471,1544,567
56,Plouray,332,123,268,203
56,Pluherlin,408,121,410,133
56,Plumelec,776,232,695,332
56,Pluméliau,1028,308,959,424
56,Plumelin,722,146,699,379
56,Plumergat,1074,268,1089,264
56,Pluneret,1572,305,1691,390
56,Pluvigner,2106,565,2005,772
56,Pontivy,3876,1209,3845,1894
56,Pont-Scorff,993,255,946,286
56,Porcaro,197,53,196,63
56,Port-Louis,614,388,619,591
56,Priziac,276,111,252,138
56,Quelneuc,156,71,134,80
56,Questembert,1974,635,2031,895
56,Quéven,2400,894,2328,1060
56,Quiberon,1153,710,1301,1107
56,Quily,105,37,78,44
56,Quistinic,414,142,371,180
56,Radenac,291,75,291,104
56,Réguiny,511,170,489,215
56,Réminiac,120,34,92,42
56,Remungol,273,73,252,98
56,Riantec,1329,587,1419,810
56,Rieux,806,269,824,293
56,La Roche-Bernard,203,51,173,95
56,Rochefort-en-Terre,148,84,146,208
56,Le Roc-Saint-André,263,84,233,133
56,Rohan,496,134,456,194
56,Roudouallec,208,71,193,89
56,Ruffiac,395,126,390,164
56,Le Saint,197,73,168,82
56,Saint-Abraham,158,33,154,36
56,Saint-Aignan,168,91,140,103
56,Saint-Allouestre,185,42,174,52
56,Saint-Armel,228,118,246,130
56,Saint-Avé,2939,817,3162,1034
56,Saint-Barthélemy,348,125,300,157
56,Saint-Brieuc-de-Mauron,85,35,81,45
56,Sainte-Brigitte,53,22,41,27
56,Saint-Caradec-Trégomel,143,51,119,61
56,Saint-Congard,186,88,202,104
56,Saint-Dolay,693,170,667,253
56,Saint-Gérand,329,48,303,76
56,Saint-Gildas-de-Rhuys,338,350,394,393
56,Saint-Gonnery,340,71,285,109
56,Saint-Gorgon,121,24,108,28
56,Saint-Gravé,212,75,210,77
56,Saint-Guyomard,380,65,359,97
56,Sainte-Hélène,322,112,332,123
56,Saint-Jacut-les-Pins,436,151,400,333
56,Saint-Jean-Brévelay,758,215,747,348
56,Saint-Jean-la-Poterie,412,131,411,155
56,Saint-Laurent-sur-Oust,96,35,100,46
56,Saint-Léry,47,12,53,17
56,Saint-Malo-de-Beignon,138,33,127,36
56,Saint-Malo-des-Trois-Fontaines,158,53,133,61
56,Saint-Marcel,321,64,289,94
56,Saint-Martin-sur-Oust,367,158,326,206
56,Saint-Nicolas-du-Tertre,139,49,128,44
56,Saint-Nolff,1072,283,1074,296
56,Saint-Perreux,345,96,323,112
56,Saint-Philibert,415,191,417,265
56,Saint-Pierre-Quiberon,523,299,598,386
56,Saint-Servant,231,82,208,101
56,Saint-Thuriau,558,115,550,160
56,Saint-Tugdual,106,43,104,70
56,Saint-Vincent-sur-Oust,421,96,416,128
56,Sarzeau,1747,1312,1840,1654
56,Sauzon,271,74,271,104
56,Séglien,192,67,176,89
56,Séné,2422,828,2696,1058
56,Sérent,902,249,818,344
56,Silfiac,113,51,120,63
56,Le Sourn,612,166,612,198
56,Sulniac,997,190,948,245
56,Surzur,1152,298,1187,328
56,Taupont,643,165,642,187
56,Théhillac,185,38,163,42
56,Theix,1828,624,1982,715
56,Le Tour-du-Parc,283,166,322,185
56,Tréal,196,61,172,90
56,Trédion,349,97,334,110
56,Treffléan,633,93,653,108
56,Tréhorenteuc,35,15,25,17
56,La Trinité-Porhoët,195,75,170,119
56,La Trinité-sur-Mer,407,213,424,363
56,La Trinité-Surzur,415,52,443,68
56,Vannes,14350,4236,15621,7249
56,La Vraie-Croix,408,79,377,113
56,Bono,531,234,607,290
56,Sainte-Anne-d'Auray,622,210,656,432
56,Kernascléden,117,54,113,50
57,Aboncourt,109,23,105,30
57,Aboncourt-sur-Seille,21,8,23,7
57,Abreschviller,425,141,388,220
57,Achain,29,3,27,9
57,Achen,307,78,283,95
57,Adaincourt,36,5,34,9
57,Adelange,60,18,56,24
57,Ajoncourt,21,8,31,9
57,Alaincourt-la-Côte,41,4,36,10
57,Albestroff,240,52,159,75
57,Algrange,1791,472,1865,790
57,Alsting,852,218,821,286
57,Altrippe,122,15,121,22
57,Altviller,173,36,186,38
57,Alzing,127,29,132,34
57,Amanvillers,674,110,692,127
57,Amelécourt,38,12,46,10
57,Amnéville,2974,715,3083,983
57,Ancerville,89,19,84,17
57,Ancy-sur-Moselle,431,102,430,140
57,Angevillers,372,89,375,105
57,Antilly,47,15,52,15
57,Anzeling,155,29,160,32
57,Apach,317,53,310,68
57,Arraincourt,37,8,38,9
57,Argancy,411,102,400,108
57,Arriance,70,16,67,19
57,Arry,166,30,155,39
57,Ars-Laquenexy,307,59,277,70
57,Ars-sur-Moselle,1442,370,1445,473
57,Arzviller,153,37,149,60
57,Aspach,9,5,12,3
57,Assenoncourt,32,14,28,15
57,Attilloncourt,30,10,25,8
57,Aube,77,14,83,14
57,Audun-le-Tiche,2003,493,2013,722
57,Augny,695,126,582,159
57,Aulnois-sur-Seille,78,11,73,15
57,Aumetz,681,166,705,246
57,Avricourt,205,48,186,100
57,Ay-sur-Moselle,454,115,448,137
57,Azoudange,39,5,31,7
57,Bacourt,38,6,31,13
57,Baerenthal,218,91,219,108
57,Bambiderstroff,332,63,321,80
57,Bannay,29,2,24,5
57,Le Ban-Saint-Martin,1220,242,1332,415
57,Barchain,34,6,32,8
57,Baronville,112,28,117,36
57,Barst,184,36,173,41
57,Bassing,30,12,39,9
57,Baudrecourt,59,11,63,12
57,Bazoncourt,157,31,157,30
57,Bébing,53,18,51,21
57,Béchy,171,34,170,34
57,Behren-lès-Forbach,2117,526,2156,759
57,Bellange,21,2,17,4
57,Bénestroff,163,37,152,46
57,Béning-lès-Saint-Avold,349,106,367,122
57,Berg-sur-Moselle,149,16,134,24
57,Bérig-Vintrange,69,20,68,23
57,Berling,98,21,90,25
57,Bermering,60,22,69,27
57,Berthelming,155,41,155,54
57,Bertrange,846,170,851,202
57,Berviller-en-Moselle,155,30,157,43
57,Bettange,69,7,71,15
57,Bettborn,142,15,138,32
57,Bettelainville,209,37,188,48
57,Betting,246,79,238,102
57,Bettviller,266,58,251,76
57,Beux,81,16,81,14
57,Beyren-lès-Sierck,150,32,154,34
57,Bezange-la-Petite,25,9,19,10
57,Bibiche,126,30,127,32
57,Bickenholtz,26,4,24,5
57,Bidestroff,44,7,40,9
57,Biding,94,22,90,28
57,Bining,378,73,361,96
57,Bioncourt,92,28,94,25
57,Bionville-sur-Nied,123,20,119,29
57,Belles-Forêts,65,18,75,27
57,Bisten-en-Lorraine,75,23,76,29
57,Bistroff,105,21,94,26
57,Bitche,1715,430,1298,605
57,Blanche-Église,31,13,29,15
57,Bliesbruck,343,71,312,93
57,Blies-Ébersing,197,45,201,48
57,Blies-Guersviller,192,37,200,48
57,Boucheporn,177,34,179,42
57,Boulange,730,151,724,192
57,Boulay-Moselle,1629,338,1597,506
57,Bourgaltroff,68,24,77,20
57,Bourdonnay,70,16,72,24
57,Bourscheid,97,6,50,7
57,Bousbach,380,68,352,90
57,Bousse,868,233,895,276
57,Bousseviller,40,12,34,20
57,Boust,364,60,352,72
57,Boustroff,42,11,38,16
57,Bouzonville,1148,285,1126,453
57,Bréhain,32,9,34,6
57,Breidenbach,108,36,97,45
57,Breistroff-la-Grande,197,30,203,28
57,Brettnach,133,36,132,39
57,Bronvaux,168,37,174,56
57,Brouck,33,6,26,7
57,Brouderdorff,279,66,280,81
57,Brouviller,136,19,129,28
57,Brulange,34,8,32,8
57,Buchy,37,5,37,4
57,Buding,189,27,180,39
57,Budling,60,12,52,10
57,Buhl-Lorraine,374,90,366,100
57,Burlioncourt,50,12,44,16
57,Burtoncourt,62,14,63,14
57,Cappel,215,53,212,71
57,Carling,1074,231,1087,368
57,Cattenom,824,156,796,259
57,Chailly-lès-Ennery,101,21,92,28
57,Chambrey,107,29,98,31
57,Chanville,39,5,41,8
57,Charleville-sous-Bois,69,20,68,27
57,Charly-Oradour,230,23,215,26
57,Château-Bréhain,24,8,20,12
57,Château-Rouge,86,9,85,15
57,Château-Salins,660,224,652,325
57,Château-Voué,39,10,37,10
57,Châtel-Saint-Germain,641,172,560,180
57,Chémery-les-Deux,148,33,147,29
57,Cheminot,205,42,209,50
57,Chenois,22,4,21,5
57,Chérisey,93,11,82,24
57,Chesny,172,25,169,33
57,Chicourt,23,9,25,16
57,Chieulles,130,21,140,20
57,Clouange,1065,338,1134,470
57,Cocheren,1037,289,1001,439
57,Coincy,105,18,103,13
57,Coin-lès-Cuvry,203,49,213,46
57,Coin-sur-Seille,91,26,83,30
57,Colligny,111,25,116,29
57,Colmen,63,19,61,27
57,Condé-Northen,197,35,208,38
57,Conthil,56,15,53,15
57,Contz-les-Bains,138,42,137,42
57,Corny-sur-Moselle,674,133,693,191
57,Coume,204,53,202,73
57,Courcelles-Chaussy,844,211,863,248
57,Courcelles-sur-Nied,322,89,382,92
57,Craincourt,80,17,73,18
57,Créhange,1162,268,1195,406
57,Creutzwald,4099,1047,3937,1604
57,Cutting,31,11,37,12
57,Cuvry,218,67,232,114
57,Dabo,765,285,731,370
57,Dalem,183,50,183,63
57,Dalhain,37,14,26,9
57,Dalstein,98,14,103,20
57,Danne-et-Quatre-Vents,184,46,178,60
57,Dannelbourg,151,37,138,51
57,Delme,272,81,297,125
57,Denting,98,9,83,10
57,Desseling,31,7,28,15
57,Destry,27,6,25,9
57,Diane-Capelle,61,25,61,34
57,Diebling,519,128,514,152
57,Dieuze,855,232,976,424
57,Diffembach-lès-Hellimer,116,23,110,29
57,Distroff,477,150,477,149
57,Dolving,122,22,120,38
57,Domnom-lès-Dieuze,24,8,25,17
57,Donjeux,32,1,31,5
57,Donnelay,57,13,54,26
57,Dornot,51,18,48,22
57,Ébersviller,268,51,256,57
57,Éblange,123,23,109,28
57,Éguelshardt,131,37,127,33
57,Eincheville,66,19,58,18
57,Elvange,106,25,113,27
57,Elzange,243,39,233,43
57,Enchenberg,412,78,372,131
57,Ennery,553,161,579,196
57,Entrange,414,52,433,73
57,Epping,187,34,174,48
57,Erching,128,28,131,43
57,Ernestviller,165,37,158,38
57,Erstroff,61,24,53,26
57,Escherange,207,28,181,38
57,Les Étangs,121,18,120,23
57,Etting,238,68,227,86
57,Etzling,354,102,356,114
57,Évrange,71,16,75,12
57,Failly,158,55,149,54
57,Falck,767,193,749,277
57,Fameck,3719,1157,3953,1453
57,Farébersviller,1577,371,1606,525
57,Farschviller,431,119,425,141
57,Faulquemont,1537,460,1597,614
57,Fénétrange,190,76,191,115
57,Fèves,284,59,283,76
57,Féy,199,41,189,52
57,Filstroff,244,74,225,84
57,Fixem,126,21,131,28
57,Flastroff,110,25,95,31
57,Fleisheim,35,8,44,12
57,Flétrange,293,54,282,69
57,Fleury,281,83,314,91
57,Flévy,173,36,181,38
57,Flocourt,32,10,32,12
57,Florange,3482,737,3478,1158
57,Folkling,389,109,409,137
57,Folschviller,1211,286,1196,428
57,Fonteny,44,12,41,15
57,Fontoy,870,271,880,378
57,Forbach,6311,1636,6449,2282
57,Fossieux,56,8,49,11
57,Foulcrey,66,11,50,25
57,Fouligny,62,15,53,21
57,Foville,39,3,27,7
57,Francaltroff,230,49,220,61
57,Fraquelfing,28,6,25,5
57,Frauenberg,162,47,170,64
57,Freistroff,332,69,335,97
57,Frémery,22,3,20,1
57,Frémestroff,80,28,88,38
57,Fresnes-en-Saulnois,60,6,54,10
57,Freybouse,131,22,127,33
57,Freyming-Merlebach,3703,1059,4057,1568
57,Fribourg,51,15,42,16
57,Gandrange,802,213,825,296
57,Garrebourg,151,49,140,57
57,Gavisse,186,26,172,27
57,Gelucourt,59,24,55,31
57,Gerbécourt,31,8,31,7
57,Givrycourt,27,10,24,10
57,Glatigny,76,20,81,21
57,Goetzenbruck,486,146,470,192
57,Goin,104,18,102,25
57,Gomelange,154,26,151,38
57,Gondrexange,151,40,134,52
57,Gorze,316,147,309,202
57,Gosselming,189,37,176,45
57,Gravelotte,241,37,246,48
57,Grémecey,34,6,31,5
57,Gréning,38,15,38,22
57,Grindorff-Bizing,92,24,86,34
57,Grosbliederstroff,1095,242,1057,361
57,Gros-Réderching,420,72,399,103
57,Grostenquin,186,35,170,56
57,Grundviller,205,47,208,53
57,Guebenhouse,128,36,117,34
57,Guébestroff,17,5,15,2
57,Guéblange-lès-Dieuze,47,4,47,10
57,Le Val-de-Guéblange,257,72,254,94
57,Guébling,42,11,42,21
57,Guénange,1995,561,2109,770
57,Val-de-Bride,163,51,170,71
57,Guenviller,194,72,198,73
57,Guermange,26,8,27,10
57,Guerstling,132,39,118,41
57,Guerting,266,55,262,66
57,Guessling-Hémering,271,67,281,75
57,Guinglange,87,21,93,23
57,Guinkirchen,47,15,51,17
57,Guinzeling,22,5,21,5
57,Guntzviller,117,27,114,27
57,Haboudange,71,22,72,43
57,Hagen,127,11,118,12
57,Hagondange,2791,699,2826,1066
57,Hallering,39,8,31,5
57,Halstroff,91,22,87,31
57,Basse-Ham,658,189,655,283
57,Ham-sous-Varsberg,850,205,895,262
57,Hambach,848,190,851,246
57,Hampont,58,21,52,28
57,Hangviller,94,16,78,28
57,Hannocourt,8,1,5,1
57,Han-sur-Nied,83,9,87,7
57,Hanviller,76,14,59,13
57,Haraucourt-sur-Seille,32,10,36,8
57,Hargarten-aux-Mines,370,64,342,94
57,Harprich,52,28,54,23
57,Harreberg,114,29,116,43
57,Hartzviller,263,81,264,102
57,Haselbourg,103,28,91,30
57,Haspelschiedt,99,26,86,32
57,Hattigny,62,15,56,21
57,Hauconcourt,150,54,150,58
57,Haut-Clocher,102,21,96,31
57,Havange,129,25,138,29
57,Hayange,4700,1228,4677,1566
57,Hayes,74,13,65,11
57,Hazembourg,36,10,38,11
57,Heining-lès-Bouzonville,170,31,167,35
57,Hellering-lès-Fénétrange,62,12,57,16
57,Hellimer,177,46,165,51
57,Helstroff,138,26,144,32
57,Hémilly,40,16,37,17
57,Héming,162,21,156,38
57,Henridorff,190,43,177,78
57,Henriville,209,77,214,95
57,Hérange,31,6,34,11
57,Hermelange,73,21,73,20
57,Herny,146,29,137,36
57,Hertzing,61,11,52,16
57,Hesse,172,44,176,66
57,Hestroff,131,28,142,44
57,Hettange-Grande,2333,472,2355,652
57,Hilbesheim,182,47,169,55
57,Hilsprich,272,72,267,87
57,Hinckange,95,14,90,19
57,Holacourt,24,3,24,5
57,Holling,122,25,150,31
57,Holving,387,111,382,113
57,Hombourg-Budange,161,36,152,40
57,Hombourg-Haut,1974,583,2012,845
57,Hommarting,242,65,258,72
57,Hommert,99,34,97,53
57,Honskirch,72,12,68,15
57,L'Hôpital,1631,386,1632,535
57,Hoste,217,43,186,63
57,Hottviller,187,48,161,68
57,Hultehouse,102,34,102,41
57,Hundling,420,91,434,138
57,Hunting,222,39,232,52
57,Ibigny,28,8,28,17
57,Illange,610,165,598,206
57,Imling,201,54,211,67
57,Inglange,129,23,128,20
57,Insming,198,41,183,51
57,Insviller,61,14,61,22
57,Ippling,227,54,221,82
57,Jallaucourt,36,16,43,13
57,Jouy-aux-Arches,449,110,438,209
57,Jury,369,60,341,80
57,Jussy,152,48,147,40
57,Juvelize,21,13,20,16
57,Juville,41,3,34,8
57,Kalhausen,279,56,238,72
57,Kanfen,372,53,363,55
57,Kappelkinger,127,34,125,36
57,Kédange-sur-Canner,308,81,324,96
57,Kemplich,46,8,48,10
57,Kerbach,380,68,394,90
57,Kerling-lès-Sierck,165,33,158,43
57,Kerprich-aux-Bois,43,12,45,12
57,Kirsch-lès-Sierck,98,21,92,26
57,Kirschnaumen,154,43,142,46
57,Kirviller,45,6,48,7
57,Klang,72,20,68,27
57,Knutange,997,232,954,297
57,Koenigsmacker,676,131,690,168
57,Haute-Kontz,185,27,184,32
57,Kuntzig,375,81,396,100
57,Lachambre,269,48,257,54
57,Lafrimbolle,63,22,60,24
57,Lagarde,40,26,45,32
57,Lambach,168,43,158,52
57,Landange,71,12,63,19
57,Landroff,76,23,84,25
57,Laneuveville-lès-Lorquin,32,11,32,11
57,Laneuveville-en-Saulnois,75,13,90,6
57,Langatte,183,25,173,35
57,Languimberg,49,20,50,23
57,Laning,185,31,175,45
57,Laquenexy,323,77,320,73
57,Laudrefang,113,20,114,22
57,Laumesfeld,84,14,77,21
57,Launstroff,86,12,75,15
57,Lelling,155,26,144,41
57,Lemberg,445,109,413,171
57,Lemoncourt,20,7,19,6
57,Lemud,95,27,99,24
57,Lengelsheim,76,14,72,22
57,Léning,88,20,80,23
57,Lesse,56,19,51,18
57,Lessy,207,88,214,105
57,Ley,31,16,34,8
57,Leyviller,144,36,133,43
57,Lezey,24,16,24,10
57,Lidrezing,28,10,24,8
57,Liederschiedt,41,15,41,12
57,Liéhon,38,6,37,11
57,Lindre-Basse,73,24,68,21
57,Lindre-Haute,12,8,14,4
57,Liocourt,46,7,43,13
57,Lixheim,199,33,186,44
57,Lixing-lès-Rouhling,293,58,268,96
57,Lixing-lès-Saint-Avold,208,59,212,74
57,Lhor,40,8,33,21
57,Lommerange,86,30,85,30
57,Longeville-lès-Metz,1249,283,1268,441
57,Longeville-lès-Saint-Avold,1141,267,1144,431
57,Lorquin,400,117,340,151
57,Lorry-lès-Metz,494,144,520,170
57,Lorry-Mardigny,189,35,180,45
57,Lostroff,22,2,18,9
57,Loudrefing,91,28,84,35
57,Loupershouse,290,75,277,103
57,Loutzviller,55,12,47,14
57,Louvigny,247,74,255,77
57,Lubécourt,26,4,18,3
57,Lucy,70,6,68,15
57,Luppy,185,19,176,33
57,Luttange,287,51,276,56
57,Lutzelbourg,177,60,177,80
57,Macheren,888,197,917,218
57,Mainvillers,97,9,102,14
57,Maizeroy,138,22,105,23
57,Maizery,64,7,58,8
57,Maizières-lès-Metz,3244,771,3297,1013
57,Maizières-lès-Vic,147,32,149,44
57,Malaucourt-sur-Seille,46,9,38,12
57,Malling,181,41,190,51
57,Malroy,123,32,115,38
57,Manderen,140,21,122,32
57,Manhoué,43,15,34,22
57,Manom,835,160,852,197
57,Many,103,8,92,17
57,Marange-Silvange,1709,418,1712,569
57,Marange-Zondrange,104,16,100,17
57,Marieulles,216,42,211,50
57,Marimont-lès-Bénestroff,16,2,11,6
57,Marly,2627,1044,2897,1250
57,Marsal,85,19,76,22
57,Marsilly,175,14,174,12
57,Marthille,56,11,54,15
57,La Maxe,255,61,271,71
57,Maxstadt,100,22,91,31
57,Mécleuves,350,102,369,88
57,Mégange,58,9,60,7
57,Meisenthal,206,80,198,96
57,Menskirch,47,9,45,10
57,Merschweiller,61,12,59,15
57,Merten,500,137,471,184
57,Métairies-Saint-Quirin,97,23,97,25
57,Metting,114,17,110,29
57,Metz,36560,7135,37124,10645
57,Metzeresche,234,75,239,61
57,Metzervisse,626,111,608,124
57,Metzing,223,37,192,59
57,Mey,90,19,92,23
57,Mittelbronn,209,40,202,62
57,Mittersheim,170,63,153,80
57,Molring,1,3,2,2
57,Momerstroff,92,15,94,17
57,Moncheux,45,5,47,4
57,Moncourt,16,6,17,12
57,Mondelange,1736,472,1777,665
57,Mondorff,214,20,192,18
57,Monneren,115,16,108,22
57,Montbronn,497,145,476,183
57,Montdidier,24,8,21,8
57,Montenach,138,25,131,31
57,Montigny-lès-Metz,6405,1564,6624,2744
57,Montois-la-Montagne,775,172,766,259
57,Montoy-Flanville,328,91,332,106
57,Morhange,948,276,957,389
57,Morsbach,863,182,854,257
57,Morville-lès-Vic,35,11,36,16
57,Morville-sur-Nied,38,12,37,9
57,Moulins-lès-Metz,1361,442,1520,678
57,Moussey,184,64,167,79
57,Mouterhouse,106,17,87,16
57,Moyenvic,99,31,103,35
57,Moyeuvre-Grande,2244,634,2224,963
57,Moyeuvre-Petite,138,46,141,62
57,Mulcey,56,22,59,31
57,Munster,69,23,65,26
57,Narbéfontaine,37,7,34,13
57,Nébing,106,29,104,40
57,Nelling,98,15,84,20
57,Neufchef,714,236,705,345
57,Neufgrange,445,119,422,142
57,Neufmoulins,19,0,13,3
57,Neufvillage,15,1,13,4
57,Neunkirchen-lès-Bouzonville,108,20,104,27
57,Niderhoff,97,24,84,29
57,Niderviller,356,100,367,149
57,Niederstinzel,81,28,74,29
57,Niedervisse,82,13,81,19
57,Nilvange,1327,468,1393,713
57,Nitting,137,47,147,48
57,Noisseville,289,98,302,105
57,Norroy-le-Veneur,345,85,312,81
57,Nouilly,167,33,180,38
57,Nousseviller-lès-Bitche,55,11,40,15
57,Nousseviller-Saint-Nabor,371,89,379,90
57,Novéant-sur-Moselle,636,148,570,211
57,Oberdorff,127,26,103,42
57,Obergailbach,103,20,93,23
57,Oberstinzel,110,19,109,21
57,Obervisse,52,10,43,14
57,Obreck,11,4,14,4
57,OEting,836,177,844,203
57,Ogy,170,17,170,23
57,Ommeray,35,10,31,10
57,Oriocourt,15,5,14,11
57,Ormersviller,122,17,115,28
57,Orny,113,19,102,22
57,Oron,29,9,28,11
57,Ottange,866,197,869,301
57,Ottonville,129,26,124,33
57,Oudrenne,242,39,220,54
57,Pagny-lès-Goin,76,10,72,17
57,Pange,251,85,267,86
57,Peltre,488,172,493,228
57,Petit-Réderching,451,124,470,142
57,Petit-Tenquin,68,23,73,22
57,Petite-Rosselle,1934,436,1914,697
57,Pettoncourt,78,29,85,21
57,Pévange,13,7,13,5
57,Phalsbourg,1383,337,1370,469
57,Philippsbourg,180,54,179,60
57,Piblange,310,34,290,46
57,Pierrevillers,480,112,425,144
57,Plaine-de-Walsch,190,39,195,47
57,Plappeville,584,206,595,262
57,Plesnois,233,60,235,67
57,Pommérieux,212,35,223,45
57,Pontoy,135,28,122,28
57,Pontpierre,231,58,227,72
57,Porcelette,783,188,756,255
57,Postroff,75,6,68,18
57,Pouilly,174,83,188,90
57,Pournoy-la-Chétive,184,46,195,47
57,Pournoy-la-Grasse,158,38,162,36
57,Prévocourt,31,10,31,10
57,Puttelange-aux-Lacs,918,264,921,363
57,Puttelange-lès-Thionville,293,36,283,49
57,Puttigny,28,4,22,8
57,Puzieux,56,9,56,15
57,Racrange,205,38,184,46
57,Rahling,247,59,238,87
57,Ranguevaux,238,56,244,74
57,Raville,76,9,83,9
57,Réchicourt-le-Château,154,70,165,66
57,Rédange,306,75,299,96
57,Réding,706,196,711,247
57,Rémelfang,46,13,40,15
57,Rémelfing,436,98,446,134
57,Rémeling,90,22,89,27
57,Rémering,140,35,137,47
57,Rémering-lès-Puttelange,347,71,350,88
57,Rémilly,626,139,645,221
57,Réning,30,9,29,20
57,Basse-Rentgen,127,21,126,27
57,Retonfey,385,112,402,135
57,Rettel,205,57,220,59
57,Reyersviller,115,40,107,41
57,Rezonville,111,23,96,27
57,Rhodes,43,7,35,7
57,Riche,53,13,53,15
57,Richeling,115,23,106,21
57,Richemont,613,117,562,175
57,Richeval,39,12,36,14
57,Rimling,186,27,174,49
57,Ritzing,57,10,49,12
57,Rochonvillers,67,14,58,15
57,Rodalbe,71,10,70,18
57,Rodemack,342,48,336,48
57,Rohrbach-lès-Bitche,634,165,618,240
57,Rolbing,76,28,80,35
57,Rombas,2698,818,3033,1134
57,Romelfing,110,33,103,36
57,Roncourt,297,45,298,73
57,Roppeviller,38,12,31,18
57,Rorbach-lès-Dieuze,22,3,15,5
57,Rosbruck,221,64,246,78
57,Rosselange,875,247,818,301
57,Rouhling,641,153,618,222
57,Roupeldange,125,27,118,26
57,Roussy-le-Village,400,64,395,71
57,Rozérieulles,414,89,425,110
57,Rurange-lès-Thionville,753,101,746,110
57,Russange,363,104,393,113
57,Rustroff,161,64,145,107
57,Sailly-Achâtel,81,11,76,10
57,Saint-Avold,4550,1210,4900,1880
57,Sainte-Barbe,234,46,226,48
57,Saint-Epvre,38,19,35,48
57,Saint-François-Lacroix,88,16,92,14
57,Saint-Georges,68,15,58,24
57,Saint-Hubert,73,14,62,13
57,Saint-Jean-de-Bassel,48,23,70,134
57,Saint-Jean-Kourtzerode,443,12,139,11
57,Saint-Jean-Rohrbach,290,92,276,102
57,Saint-Julien-lès-Metz,926,264,880,310
57,Saint-Jure,92,16,86,17
57,Saint-Louis,201,49,195,70
57,Saint-Louis-lès-Bitche,156,54,146,66
57,Sainte-Marie-aux-Chênes,1158,284,1187,442
57,Saint-Médard,30,7,36,5
57,Saint-Privat-la-Montagne,577,93,558,139
57,Saint-Quirin,200,76,187,157
57,Sainte-Ruffine,157,52,166,50
57,Salonnes,55,9,61,11
57,Sanry-lès-Vigy,153,29,161,26
57,Sanry-sur-Nied,114,13,99,13
57,Sarralbe,1271,363,1307,516
57,Sarraltroff,208,63,215,87
57,Sarrebourg,3807,865,3465,1508
57,Sarreguemines,6606,1601,6346,2477
57,Sarreinsming,381,107,396,135
57,Saulny,423,109,446,126
57,Schalbach,95,25,98,33
57,Schmittviller,107,23,99,35
57,Schneckenbusch,98,20,86,25
57,Schoeneck,929,209,860,242
57,Schorbach,176,60,145,75
57,Schwerdorff,149,32,138,40
57,Schweyen,110,23,94,29
57,Scy-Chazelles,752,222,847,309
57,Secourt,58,11,59,15
57,Seingbouse,560,158,561,189
57,Semécourt,253,78,294,86
57,Serémange-Erzange,1150,384,1201,510
57,Servigny-lès-Raville,128,23,126,24
57,Servigny-lès-Sainte-Barbe,138,28,145,33
57,Sierck-les-Bains,554,100,513,129
57,Siersthal,182,52,177,100
57,Sillegny,128,32,133,34
57,Silly-en-Saulnois,11,2,10,5
57,Silly-sur-Nied,220,44,238,42
57,Solgne,333,56,352,53
57,Sorbey,117,15,110,15
57,Sotzeling,7,1,6,2
57,Soucht,333,102,307,145
57,Spicheren,1025,244,994,302
57,Stiring-Wendel,3777,1004,3697,1477
57,Sturzelbronn,51,18,50,23
57,Suisse,35,3,33,5
57,Talange,2178,581,2280,793
57,Tarquimpol,20,10,17,10
57,Tenteling,340,77,337,85
57,Terville,2024,440,2134,647
57,Téterchen,224,46,243,54
57,Teting-sur-Nied,406,95,433,112
57,Théding,743,174,760,201
57,Thicourt,48,11,43,13
57,Thimonville,48,10,46,12
57,Thionville,12995,2657,12841,4180
57,Thonville,16,1,13,3
57,Tincry,52,8,45,12
57,Torcheville,47,8,36,18
57,Tragny,32,7,31,5
57,Trémery,334,79,317,93
57,Tressange,596,157,604,186
57,Tritteling-Redlach,172,18,166,31
57,Troisfontaines,390,109,375,140
57,Tromborn,124,26,115,27
57,Turquestein-Blancrupt,5,3,4,2
57,Uckange,1755,524,1838,616
57,Vahl-Ebersing,168,35,158,43
57,Vahl-lès-Bénestroff,47,6,41,5
57,Vahl-lès-Faulquemont,76,18,64,28
57,Vallerange,63,17,60,29
57,Valmestroff,76,19,81,16
57,Valmont,931,272,970,309
57,Valmunster,29,6,28,8
57,Vannecourt,27,6,23,8
57,Vantoux,245,78,254,118
57,Vany,85,31,97,34
57,Varize,162,28,148,36
57,Varsberg,292,62,287,98
57,Vasperviller,93,32,84,36
57,Vatimont,85,29,93,27
57,Vaudreching,173,41,158,54
57,Vaux,229,79,239,100
57,Vaxy,29,21,29,30
57,Veckersviller,82,15,84,22
57,Veckring,216,40,219,44
57,Velving,70,11,71,22
57,Vergaville,167,47,158,55
57,Vernéville,190,43,187,40
57,Verny,561,131,561,155
57,Vescheim,91,12,85,8
57,Vibersviller,143,35,131,39
57,Vic-sur-Seille,382,94,379,170
57,Vieux-Lixheim,85,10,73,21
